station_id,num_bikes_available,num_docks_available,is_installed,is_returning,is_renting,time,stationCode,mechanical_bike_available,electrical_bike_available,station_name,latitude,longitude,capacity,credit_card
13718041,4,20,True,True,True,2024-12-07 05:25:41,19101,0,4,Square Simon Bolivar,48.875089888322,2.3826304078102,24,
102323152,5,11,True,True,True,2024-12-07 05:23:09,19103,0,5,Manin - Carrières d'Amérique,48.88467214209463,2.3919698596000676,20,
828134511,7,25,True,True,True,2024-12-07 05:26:53,14138,1,6,Porte de Vanves,48.828012849445,2.3056878894567,32,
129060764,13,15,True,True,True,2024-12-07 05:26:35,12114,9,4,Victor Hugo - Jeanne Jugan,48.843949064031825,2.415081394834419,28,
586649404,5,20,True,True,True,2024-12-07 05:26:27,46003,1,4,Conservatoire de Musique,48.77093586667601,2.4034014344215398,25,
596813170,0,15,True,True,True,2024-12-07 05:27:05,41209,0,0,Cimetière de Fontenay-sous-Bois,48.84706173362218,2.4787822365760808,15,
596872103,7,23,True,True,True,2024-12-07 05:22:45,21312,0,7,Lucie Aubrac - Fort,48.818144834008976,2.271184623241425,30,True
129067920,2,25,True,True,True,2024-12-07 05:27:55,14008,2,0,Mouton Duvernet - Général Leclerc,48.831632518293,2.3293121159077,28,True
210749865,13,2,True,True,True,2024-12-07 05:26:54,13001,6,7,Port-Royal - Hôpital du Val-de-Grâce,48.837668272811,2.3448138346607,18,True
76199461,19,13,True,True,True,2024-12-07 05:26:39,18028,6,13,Championnet - Vauvenargues,48.89401874744574,2.3319872841238976,33,True
88140066,2,60,True,True,True,2024-12-07 05:25:00,8017,1,1,Rocher - Laborde,48.87590240712654,2.322616316378116,65,True
213683101,14,4,True,True,True,2024-12-07 05:26:16,15054,10,4,Lecourbe - Jean Maridor,48.83796366147599,2.2877392172813416,19,
213684750,29,4,True,True,True,2024-12-07 05:25:42,15106,25,4,Grenelle - Violet,48.84993035512154,2.294612042605877,35,True
2515049357,3,21,True,True,True,2024-12-07 05:18:59,5124,2,1,Erasme - Ulm,48.84264375274712,2.3445946723222733,24,
27364743,1,19,True,True,True,2024-12-07 05:25:12,14106,0,1,Marc Sangnier - Porte de Vanves,48.825218683556734,2.3107116669416428,21,
102314792,0,32,True,True,True,2024-12-07 05:26:40,18046,0,0,Etienne Jodelle - Saint Ouen,48.88794016394694,2.326124420314341,33,
35447568,12,10,True,True,True,2024-12-07 05:26:33,22406,4,8,Guy Môquet - Etienne Dolet,48.81527009991819,2.298078276995073,23,
583178525,1,20,True,True,True,2024-12-07 05:24:15,31102,0,1,Boissière - Etienne Dolet,48.876111,2.4677312,21,
2514995690,13,15,True,True,True,2024-12-07 05:27:42,2111,10,3,Chabanais - Petits Champs,48.86703740186721,2.336716018617153,30,
66491402,20,12,True,True,True,2024-12-07 05:27:55,18022,10,10,Marcadet - Barbès,48.890451120965,2.3490573929687,37,True
82387816,0,32,True,True,True,2024-12-07 05:21:18,8054,0,0,Bertie Albrecht - Hoche,48.87614039826388,2.301303138307601,32,True
213685090,20,8,True,True,True,2024-12-07 05:26:52,15109,20,0,Cevennes - Bergers,48.84240765130395,2.281037718057633,29,True
301841024,10,19,True,True,True,2024-12-07 05:26:02,21209,2,8,Molière - République,48.81111581390707,2.3145738624448158,30,
213679512,31,6,True,True,True,2024-12-07 05:27:33,14012,17,14,Sibelle - Alésia,48.826701758539215,2.3384983465075493,37,
85147829,20,5,True,True,True,2024-12-07 05:27:52,21005,14,6,Hôtel de Ville de Boulogne Billancourt,48.83495885166784,2.2416803240776066,26,True
588452142,10,13,True,True,True,2024-12-07 05:27:22,35010,0,10,Hoche - Jean Lolive,48.89110239200789,2.402843534946442,24,True
129038848,21,9,True,True,True,2024-12-07 05:27:38,10042,18,3,Enghien - Faubourg Poissonnière,48.872420063053,2.3483952362828,33,
27206194,5,14,True,True,True,2024-12-07 05:19:10,5004,2,3,Saint-Jacques - Val de Grâce,48.8417514,2.3413893,19,
17581042048,6,20,True,True,True,2024-12-07 05:26:44,17203,1,5,Place de la Porte de Champeret,48.886062068226,2.2917001576821,28,True
230952057,23,8,True,True,True,2024-12-07 05:22:36,42014,18,5,Place Marcel Cachin,48.81411442356866,2.39090770483017,32,True
98187918,34,18,True,True,True,2024-12-07 05:24:31,4016,32,2,Lobau - Hôtel de Ville,48.8562118,2.3532536,60,True
66491389,4,52,True,True,True,2024-12-07 05:27:06,8045,3,1,Place de la Reine Astrid,48.864920982538,2.3025491823859,58,True
213681356,2,20,True,True,True,2024-12-07 05:22:37,14124,0,2,David Weill - Parc Montsouris,48.821092374256104,2.333725690841675,22,True
